"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2014"	"2014"	"45-54 years"	"45-54"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	124	613254	20.2
	"2014"	"2014"	"45-54 years"	"45-54"	"Alcoholic liver disease (K70)"	"GR113-094"	75	613254	12.2
	"2014"	"2014"	"45-54 years"	"45-54"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	49	613254	8.0
	"2014"	"2014"	"45-54 years"	"45-54"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	71	613254	11.6
	"2014"	"2014"	"45-54 years"	"45-54"	"Renal failure (N17-N19)"	"GR113-100"	70	613254	11.4
	"2014"	"2014"	"45-54 years"	"45-54"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	10	613254	Unreliable
	"2014"	"2014"	"45-54 years"	"45-54"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	10	613254	Unreliable
	"2014"	"2014"	"45-54 years"	"45-54"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	15	613254	Unreliable
	"2014"	"2014"	"45-54 years"	"45-54"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	34	613254	5.5
	"2014"	"2014"	"45-54 years"	"45-54"	"All other diseases (Residual) "	"GR113-111"	310	613254	50.6
	"2014"	"2014"	"45-54 years"	"45-54"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	386	613254	62.9
	"2014"	"2014"	"45-54 years"	"45-54"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	134	613254	21.9
	"2014"	"2014"	"45-54 years"	"45-54"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	117	613254	19.1
	"2014"	"2014"	"45-54 years"	"45-54"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	13	613254	Unreliable
	"2014"	"2014"	"45-54 years"	"45-54"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	252	613254	41.1
	"2014"	"2014"	"45-54 years"	"45-54"	"Falls (W00-W19)"	"GR113-118"	16	613254	Unreliable
	"2014"	"2014"	"45-54 years"	"45-54"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	14	613254	Unreliable
	"2014"	"2014"	"45-54 years"	"45-54"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	177	613254	28.9
	"2014"	"2014"	"45-54 years"	"45-54"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	34	613254	5.5
	"2014"	"2014"	"45-54 years"	"45-54"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	141	613254	23.0
	"2014"	"2014"	"45-54 years"	"45-54"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	90	613254	14.7
	"2014"	"2014"	"45-54 years"	"45-54"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	51	613254	8.3
	"2014"	"2014"	"45-54 years"	"45-54"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	66	613254	10.8
	"2014"	"2014"	"45-54 years"	"45-54"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	41	613254	6.7
	"2014"	"2014"	"45-54 years"	"45-54"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	25	613254	4.1
	"2014"	"2014"	"45-54 years"	"45-54"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	29	613254	4.7
	"2014"	"2014"	"45-54 years"	"45-54"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	25	613254	4.1
	"2014"	"2014"	"55-64 years"	"55-64"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	11	587866	Unreliable
	"2014"	"2014"	"55-64 years"	"55-64"	"#Septicemia (A40-A41)"	"GR113-010"	137	587866	23.3
	"2014"	"2014"	"55-64 years"	"55-64"	"#Viral hepatitis (B15-B19)"	"GR113-015"	68	587866	11.6
	"2014"	"2014"	"55-64 years"	"55-64"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	43	587866	7.3
	"2014"	"2014"	"55-64 years"	"55-64"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	20	587866	3.4
	"2014"	"2014"	"55-64 years"	"55-64"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2127	587866	361.8
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	59	587866	10.0
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	51	587866	8.7
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	35	587866	6.0
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	217	587866	36.9
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	159	587866	27.0
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	149	587866	25.3
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	20	587866	3.4
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	638	587866	108.5
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant melanoma of skin (C43)"	"GR113-028"	23	587866	3.9
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasm of breast (C50)"	"GR113-029"	164	587866	27.9
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	13	587866	Unreliable
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	32	587866	5.4
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	37	587866	6.3
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	31	587866	5.3
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	59	587866	10.0
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	32	587866	5.4
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	42	587866	7.1
	"2014"	"2014"	"55-64 years"	"55-64"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	124	587866	21.1
	"2014"	"2014"	"55-64 years"	"55-64"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	48	587866	8.2
	"2014"	"2014"	"55-64 years"	"55-64"	"Leukemia (C91-C95)"	"GR113-040"	41	587866	7.0
	"2014"	"2014"	"55-64 years"	"55-64"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	32	587866	5.4
	"2014"	"2014"	"55-64 years"	"55-64"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	242	587866	41.2
	"2014"	"2014"	"55-64 years"	"55-64"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	34	587866	5.8
	"2014"	"2014"	"55-64 years"	"55-64"	"#Anemias (D50-D64)"	"GR113-045"	12	587866	Unreliable
	"2014"	"2014"	"55-64 years"	"55-64"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	216	587866	36.7
	"2014"	"2014"	"55-64 years"	"55-64"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	12	587866	Unreliable
	"2014"	"2014"	"55-64 years"	"55-64"	"Malnutrition (E40-E46)"	"GR113-048"	12	587866	Unreliable
	"2014"	"2014"	"55-64 years"	"55-64"	"#Alzheimer disease (G30)"	"GR113-052"	25	587866	4.3
	"2014"	"2014"	"55-64 years"	"55-64"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	2118	587866	360.3
	"2014"	"2014"	"55-64 years"	"55-64"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	1699	587866	289.0
	"2014"	"2014"	"55-64 years"	"55-64"	"Hypertensive heart disease (I11)"	"GR113-056"	177	587866	30.1
	"2014"	"2014"	"55-64 years"	"55-64"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	14	587866	Unreliable
	"2014"	"2014"	"55-64 years"	"55-64"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1076	587866	183.0
	"2014"	"2014"	"55-64 years"	"55-64"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	409	587866	69.6
	"2014"	"2014"	"55-64 years"	"55-64"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	33	587866	5.6
	"2014"	"2014"	"55-64 years"	"55-64"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	634	587866	107.8
	"2014"	"2014"	"55-64 years"	"55-64"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	283	587866	48.1
	"2014"	"2014"	"55-64 years"	"55-64"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	351	587866	59.7
	"2014"	"2014"	"55-64 years"	"55-64"	"Other heart diseases (I26-I51)"	"GR113-064"	426	587866	72.5
	"2014"	"2014"	"55-64 years"	"55-64"	"Heart failure (I50)"	"GR113-067"	133	587866	22.6
	"2014"	"2014"	"55-64 years"	"55-64"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	284	587866	48.3
	"2014"	"2014"	"55-64 years"	"55-64"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	53	587866	9.0
	"2014"	"2014"	"55-64 years"	"55-64"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	314	587866	53.4
	"2014"	"2014"	"55-64 years"	"55-64"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	48	587866	8.2
	"2014"	"2014"	"55-64 years"	"55-64"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	21	587866	3.6
	"2014"	"2014"	"55-64 years"	"55-64"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	27	587866	4.6
	"2014"	"2014"	"55-64 years"	"55-64"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	14	587866	Unreliable
	"2014"	"2014"	"55-64 years"	"55-64"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	118	587866	20.1
	"2014"	"2014"	"55-64 years"	"55-64"	"Influenza (J09-J11)"	"GR113-077"	30	587866	5.1
	"2014"	"2014"	"55-64 years"	"55-64"	"Pneumonia (J12-J18)"	"GR113-078"	88	587866	15.0
	"2014"	"2014"	"55-64 years"	"55-64"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	298	587866	50.7
	"2014"	"2014"	"55-64 years"	"55-64"	"Emphysema (J43)"	"GR113-084"	20	587866	3.4
	"2014"	"2014"	"55-64 years"	"55-64"	"Asthma (J45-J46)"	"GR113-085"	15	587866	Unreliable
	"2014"	"2014"	"55-64 years"	"55-64"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	261	587866	44.4
	"2014"	"2014"	"55-64 years"	"55-64"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	22	587866	3.7
	"2014"	"2014"	"55-64 years"	"55-64"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	106	587866	18.0
	"2014"	"2014"	"55-64 years"	"55-64"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	201	587866	34.2
	"2014"	"2014"	"55-64 years"	"55-64"	"Alcoholic liver disease (K70)"	"GR113-094"	90	587866	15.3
	"2014"	"2014"	"55-64 years"	"55-64"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	111	587866	18.9
	"2014"	"2014"	"55-64 years"	"55-64"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	162	587866	27.6
	"2014"	"2014"	"55-64 years"	"55-64"	"Renal failure (N17-N19)"	"GR113-100"	162	587866	27.6
	"2014"	"2014"	"55-64 years"	"55-64"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	15	587866	Unreliable
	"2014"	"2014"	"55-64 years"	"55-64"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	50	587866	8.5
	"2014"	"2014"	"55-64 years"	"55-64"	"All other diseases (Residual) "	"GR113-111"	608	587866	103.4
	"2014"	"2014"	"55-64 years"	"55-64"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	352	587866	59.9
	"2014"	"2014"	"55-64 years"	"55-64"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	114	587866	19.4
	"2014"	"2014"	"55-64 years"	"55-64"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	103	587866	17.5
	"2014"	"2014"	"55-64 years"	"55-64"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	238	587866	40.5
	"2014"	"2014"	"55-64 years"	"55-64"	"Falls (W00-W19)"	"GR113-118"	35	587866	6.0
	"2014"	"2014"	"55-64 years"	"55-64"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	16	587866	Unreliable
	"2014"	"2014"	"55-64 years"	"55-64"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	127	587866	21.6
	"2014"	"2014"	"55-64 years"	"55-64"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	47	587866	8.0
	"2014"	"2014"	"55-64 years"	"55-64"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	113	587866	19.2
	"2014"	"2014"	"55-64 years"	"55-64"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	78	587866	13.3
	"2014"	"2014"	"55-64 years"	"55-64"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	35	587866	6.0
	"2014"	"2014"	"55-64 years"	"55-64"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	29	587866	4.9
	"2014"	"2014"	"55-64 years"	"55-64"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	19	587866	Unreliable
	"2014"	"2014"	"55-64 years"	"55-64"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	10	587866	Unreliable
	"2014"	"2014"	"55-64 years"	"55-64"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	16	587866	Unreliable
	"2014"	"2014"	"55-64 years"	"55-64"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	14	587866	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	17	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"#Septicemia (A40-A41)"	"GR113-010"	223	370732	60.2
	"2014"	"2014"	"65-74 years"	"65-74"	"#Viral hepatitis (B15-B19)"	"GR113-015"	16	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	14	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	30	370732	8.1
	"2014"	"2014"	"65-74 years"	"65-74"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2614	370732	705.1
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	45	370732	12.1
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	68	370732	18.3
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	45	370732	12.1
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	223	370732	60.2
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	144	370732	38.8
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	206	370732	55.6
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	28	370732	7.6
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	871	370732	234.9
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant melanoma of skin (C43)"	"GR113-028"	29	370732	7.8
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasm of breast (C50)"	"GR113-029"	154	370732	41.5
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	16	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	36	370732	9.7
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	42	370732	11.3
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	101	370732	27.2
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	81	370732	21.8
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	37	370732	10.0
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	48	370732	12.9
	"2014"	"2014"	"65-74 years"	"65-74"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	194	370732	52.3
	"2014"	"2014"	"65-74 years"	"65-74"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	68	370732	18.3
	"2014"	"2014"	"65-74 years"	"65-74"	"Leukemia (C91-C95)"	"GR113-040"	69	370732	18.6
	"2014"	"2014"	"65-74 years"	"65-74"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	51	370732	13.8
	"2014"	"2014"	"65-74 years"	"65-74"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	246	370732	66.4
	"2014"	"2014"	"65-74 years"	"65-74"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	49	370732	13.2
	"2014"	"2014"	"65-74 years"	"65-74"	"#Anemias (D50-D64)"	"GR113-045"	12	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	335	370732	90.4
	"2014"	"2014"	"65-74 years"	"65-74"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	15	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"Malnutrition (E40-E46)"	"GR113-048"	15	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"#Parkinson disease (G20-G21)"	"GR113-051"	46	370732	12.4
	"2014"	"2014"	"65-74 years"	"65-74"	"#Alzheimer disease (G30)"	"GR113-052"	106	370732	28.6
	"2014"	"2014"	"65-74 years"	"65-74"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	2617	370732	705.9
	"2014"	"2014"	"65-74 years"	"65-74"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2057	370732	554.8
	"2014"	"2014"	"65-74 years"	"65-74"	"Hypertensive heart disease (I11)"	"GR113-056"	172	370732	46.4
	"2014"	"2014"	"65-74 years"	"65-74"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	16	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1182	370732	318.8
	"2014"	"2014"	"65-74 years"	"65-74"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	467	370732	126.0
	"2014"	"2014"	"65-74 years"	"65-74"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	35	370732	9.4
	"2014"	"2014"	"65-74 years"	"65-74"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	680	370732	183.4
	"2014"	"2014"	"65-74 years"	"65-74"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	236	370732	63.7
	"2014"	"2014"	"65-74 years"	"65-74"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	444	370732	119.8
	"2014"	"2014"	"65-74 years"	"65-74"	"Other heart diseases (I26-I51)"	"GR113-064"	681	370732	183.7
	"2014"	"2014"	"65-74 years"	"65-74"	"Heart failure (I50)"	"GR113-067"	236	370732	63.7
	"2014"	"2014"	"65-74 years"	"65-74"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	438	370732	118.1
	"2014"	"2014"	"65-74 years"	"65-74"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	74	370732	20.0
	"2014"	"2014"	"65-74 years"	"65-74"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	419	370732	113.0
	"2014"	"2014"	"65-74 years"	"65-74"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	58	370732	15.6
	"2014"	"2014"	"65-74 years"	"65-74"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	28	370732	7.6
	"2014"	"2014"	"65-74 years"	"65-74"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	30	370732	8.1
	"2014"	"2014"	"65-74 years"	"65-74"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	12	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	145	370732	39.1
	"2014"	"2014"	"65-74 years"	"65-74"	"Pneumonia (J12-J18)"	"GR113-078"	137	370732	37.0
	"2014"	"2014"	"65-74 years"	"65-74"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	587	370732	158.3
	"2014"	"2014"	"65-74 years"	"65-74"	"Emphysema (J43)"	"GR113-084"	21	370732	5.7
	"2014"	"2014"	"65-74 years"	"65-74"	"Asthma (J45-J46)"	"GR113-085"	11	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	552	370732	148.9
	"2014"	"2014"	"65-74 years"	"65-74"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	34	370732	9.2
	"2014"	"2014"	"65-74 years"	"65-74"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	176	370732	47.5
	"2014"	"2014"	"65-74 years"	"65-74"	"#Peptic ulcer (K25-K28)"	"GR113-090"	10	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	89	370732	24.0
	"2014"	"2014"	"65-74 years"	"65-74"	"Alcoholic liver disease (K70)"	"GR113-094"	23	370732	6.2
	"2014"	"2014"	"65-74 years"	"65-74"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	66	370732	17.8
	"2014"	"2014"	"65-74 years"	"65-74"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	13	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	258	370732	69.6
	"2014"	"2014"	"65-74 years"	"65-74"	"Renal failure (N17-N19)"	"GR113-100"	257	370732	69.3
	"2014"	"2014"	"65-74 years"	"65-74"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	70	370732	18.9
	"2014"	"2014"	"65-74 years"	"65-74"	"All other diseases (Residual) "	"GR113-111"	672	370732	181.3
	"2014"	"2014"	"65-74 years"	"65-74"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	169	370732	45.6
	"2014"	"2014"	"65-74 years"	"65-74"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	56	370732	15.1
	"2014"	"2014"	"65-74 years"	"65-74"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	54	370732	14.6
	"2014"	"2014"	"65-74 years"	"65-74"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	113	370732	30.5
	"2014"	"2014"	"65-74 years"	"65-74"	"Falls (W00-W19)"	"GR113-118"	36	370732	9.7
	"2014"	"2014"	"65-74 years"	"65-74"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	10	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	13	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	15	370732	Unreliable
	"2014"	"2014"	"65-74 years"	"65-74"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	37	370732	10.0
	"2014"	"2014"	"65-74 years"	"65-74"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	69	370732	18.6
